证券代码,订单日期,证券名称,订单等级,订单数量,订单金额,折扣点,运输方式,2018净利润（万元）,单价,运输成本,区域,省份,产品类型,行业类别,产品名称,产品包箱,运输日期
3911,2011/3/16 0:00,夏建东,其它,24,370.72,0.1,火车,-156.76,15.7,11.25,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/3/16 0:00
4230,2012/3/3 0:00,胡广宇,中级,18,409.16,0.05,火车,21.96,22.72,8.99,华东,安徽,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/3/4 0:00
4647,2009/5/13 0:00,杨青烦,中级,33,1590.163,0.01,火车,-57.54,55.99,5,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/5/14 0:00
5092,2011/10/29 0:00,黄博,低级,25,978.77,0.06,火车,220.91,38.76,13.26,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/3 0:00
5094,2010/3/28 0:00,王涛,其它,2,79.58,0.06,火车,-38.28,37.44,4.27,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/3/30 0:00
5317,2009/9/8 0:00,邱宇华,低级,38,212.57,0.09,空运,9.49,5.34,2.99,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/15 0:00
5472,2010/4/10 0:00,贾明波,低级,32,216.08,0,火车,-84.33,6.48,6.65,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/12 0:00
5472,2010/4/10 0:00,贾明波,低级,27,339.03,0.09,火车,-24.44,13.48,4.51,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/14 0:00
6112,2009/8/23 0:00,谢纬凡,中级,31,1753.958,0.06,火车,382.39,65.99,5.92,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/8/24 0:00
6272,2010/2/27 0:00,于庆丰,高级,48,4965.384,0,大卡,-175.46,124.49,51.94,华东,安徽,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/3/1 0:00
6272,2010/2/27 0:00,于庆丰,高级,8,358.4195,0.09,空运,-275.06,55.99,2.5,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/3/1 0:00
6369,2009/12/19 0:00,李治灿,高级,30,14922.16,0.1,大卡,545.7,550.98,45.7,华东,安徽,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/12/21 0:00
6788,2011/8/4 0:00,夏建东,其它,6,11.15,0.07,火车,-2.62,1.81,0.75,华东,安徽,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/8/5 0:00
6823,2009/7/21 0:00,王雨,其它,50,1262.72,0.01,火车,490.28,24.95,2.99,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/7/22 0:00
6823,2009/7/21 0:00,王雨,其它,31,524.19,0,火车,-135.46,15.98,8.99,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/7/23 0:00
13120,2009/12/14 0:00,费英,低级,46,590.43,0.09,火车,82.59,12.95,4.98,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/12/21 0:00
13607,2010/11/18 0:00,谢建,中级,37,109.9,0.09,空运,48.52,2.61,0.5,华东,安徽,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/19 0:00
13795,2011/4/10 0:00,李鹏晨,其它,30,501.32,0.04,火车,-119.08,15.99,13.18,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/4/13 0:00
14113,2011/8/4 0:00,卢贺,高级,22,8218.16,0.09,大卡,-774.14,376.13,85.63,华东,安徽,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/8/6 0:00
14114,2009/4/6 0:00,唐晨,中级,38,6532.48,0.01,大卡,538.52,170.98,35.89,华东,安徽,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/4/8 0:00
14727,2012/7/19 0:00,夏牡丹 ,中级,50,8532.152,0.04,大卡,-513.79,212.6,52.2,华东,安徽,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/7/22 0:00
14784,2012/3/14 0:00,吕明 ,中级,43,2009.05,0.04,大卡,33.99,44.43,46.59,华东,安徽,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/3/15 0:00
14785,2009/10/9 0:00,杨婷,高级,20,94.86,0.08,火车,39.69,4.91,0.5,华东,安徽,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/9 0:00
14785,2009/10/9 0:00,杨婷,高级,25,744.12,0.02,火车,146.51,28.15,6.17,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/10/10 0:00
14789,2010/11/29 0:00,白秋富,其它,19,116.37,0.03,火车,-32.6,5.58,5.3,华东,安徽,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/30 0:00
14980,2012/7/14 0:00,王晓,中级,27,898.9,0.03,火车,325.88,31.78,1.99,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/7/15 0:00
15234,2010/3/12 0:00,张晓倩,其它,21,2185.9535,0.1,火车,268.01,125.99,8.99,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/13 0:00
16193,2012/4/9 0:00,刘骅,其它,29,1364.8025,0.07,火车,-183.68,55.99,5,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/4/11 0:00
16194,2010/10/7 0:00,夏平安,其它,24,2435.5135,0.08,火车,315.49,125.99,4.2,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/9 0:00
16197,2012/10/26 0:00,王旭,中级,19,103.68,0.08,火车,-58.16,5.28,5.85,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/10/27 0:00
16229,2009/3/29 0:00,左鹏  ,高级,27,1068.7,0.04,火车,-89.5,40.98,6.5,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/3/30 0:00
16802,2011/4/20 0:00,张弛 ,中级,26,2703.45,0.01,火车,-445.04,95.99,35,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2011/4/22 0:00
16804,2012/3/10 0:00,魏松敏,高级,46,2430.34,0.08,火车,752.87,55.98,13.88,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/12 0:00
16805,2011/12/30 0:00,马明亮,低级,29,852.75,0.08,火车,358.73,30.44,1.49,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/1/1 0:00
16805,2011/12/30 0:00,马明亮,低级,26,172.33,0.04,火车,-52.21,6.48,5.74,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/1/1 0:00
16932,2010/4/15 0:00,郑则强,中级,20,127.16,0.09,火车,12.88,6.7,1.56,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/4/15 0:00
17091,2012/7/21 0:00,李丹丹,中级,45,2604.315,0,火车,750.87,65.99,5.26,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/7/22 0:00
17634,2012/7/21 0:00,胡羽,高级,5,489.07,0.08,大卡,-197.88,89.99,42,华东,安徽,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/7/21 0:00
18213,2010/9/10 0:00,杨高宁,中级,29,1111.23,0.1,火车,21.6,40.99,19.99,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/9/12 0:00
18432,2011/3/12 0:00,谢鸣,高级,5,1374.67,0.08,大卡,-126.34,279.81,23.19,华东,安徽,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/3/14 0:00
18851,2012/12/16 0:00,邹捷,中级,32,204.21,0.04,空运,-204.81,5.98,10.39,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/17 0:00
19559,2010/4/15 0:00,谢建,高级,18,2445.212,0.02,空运,275.77,155.99,8.99,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/16 0:00
19559,2010/4/15 0:00,谢建,高级,14,1032.0275,0.07,空运,97.4,85.99,0.99,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/4/18 0:00
19584,2009/4/16 0:00,谢中明,中级,6,14535.8,0.05,大卡,-3971.06,2550.14,29.7,华东,安徽,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/4/17 0:00
19586,2012/11/1 0:00,宋宏波,其它,36,70.63,0.1,火车,-66.87,2.08,2.56,华东,安徽,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/11/3 0:00
19811,2011/8/8 0:00,朱强,低级,49,450.66,0.01,空运,-115.1,8.57,6.14,华东,安徽,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/8/13 0:00
19812,2010/4/2 0:00,崔婕,低级,3,1358.776,0.01,大卡,-163.2,550.98,45.7,华东,安徽,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/4/7 0:00
20292,2012/11/8 0:00,宋冰雪,中级,5,117.13,0,火车,-70.47,20.95,4,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/11/9 0:00
20482,2011/7/18 0:00,肖泽泉,中级,38,4650.07,0.04,大卡,-1143.15,120.98,60.19,华东,安徽,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/7/18 0:00
20482,2011/7/18 0:00,肖泽泉,中级,39,497.52,0.03,火车,92.46,12.28,5.09,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/7/20 0:00
20807,2012/7/21 0:00,吴磊,其它,16,466.9475,0.1,火车,82.82,35.99,3.3,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/7/22 0:00
20900,2010/11/24 0:00,李槟   ,低级,50,1978.3665,0,火车,483.6,45.99,4.99,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/26 0:00
20932,2012/7/29 0:00,李岩,高级,38,123.26,0.02,火车,-4.73,3.26,1.86,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/7/31 0:00
21159,2011/6/7 0:00,何碧刚,低级,5,20.28,0.05,空运,-4.32,2.98,2.03,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/6/11 0:00
21285,2010/7/3 0:00,胡婕,中级,32,54.78,0.02,火车,-30.54,1.68,1.57,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/7/4 0:00
21639,2011/2/2 0:00,陈雷,其它,23,158.99,0.07,火车,-197.13,6.98,9.69,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/2/2 0:00
21703,2009/3/2 0:00,胡羽,其它,15,2211.734,0.02,空运,80.76,175.99,4.99,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/3/2 0:00
21729,2012/12/6 0:00,王曦敏,低级,14,1082.66,0.08,火车,-256.93,79.52,48.2,华东,安徽,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2012/12/13 0:00
21862,2010/9/12 0:00,罗骅,其它,46,385.05,0,火车,56.75,8.14,3.12,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/9/13 0:00
22272,2012/5/6 0:00,包若男,高级,30,1035.95,0.08,火车,342.41,35.41,1.99,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/5/8 0:00
22338,2010/5/14 0:00,夏羽 ,中级,24,790.24,0.09,火车,-213.18,35.77,9.02,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/15 0:00
22342,2009/5/29 0:00,邱梦霞,低级,13,241.706,0,火车,-92.96,20.99,3.3,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/6/5 0:00
22497,2012/4/28 0:00,孙游,中级,37,3259.25,0.04,大卡,580.33,90.97,28,华东,安徽,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/4/29 0:00
22626,2010/6/29 0:00,刘宇飞,中级,17,90.93,0.02,火车,14.19,5.18,2.04,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/7/1 0:00
23140,2012/2/8 0:00,孟菲,高级,16,116.69,0.02,火车,11.69,7.08,2.35,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/2/8 0:00
23168,2010/9/15 0:00,高瑞光,低级,46,23949.51,0,空运,-1312.84,499.99,24.49,华东,安徽,技术产品,复印机、传真机,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2010/9/22 0:00
23232,2010/4/16 0:00,高微微,高级,20,140.31,0.06,火车,-94.11,6.48,8.74,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/16 0:00
23271,2010/11/3 0:00,贺军,高级,1,794.58,0.09,大卡,-1748.34,808.49,55.3,华东,安徽,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/11/4 0:00
23618,2012/11/27 0:00,杨雅昆,中级,45,2601.7905,0.02,火车,748.2,65.99,5.26,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/11/29 0:00
23619,2012/12/21 0:00,左鹏  ,中级,7,1043.12,0.06,火车,-52.5,150.98,13.99,华东,安徽,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2012/12/22 0:00
23619,2012/12/21 0:00,左鹏  ,中级,45,285.91,0.02,火车,-104.99,6.24,5.22,华东,安徽,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/23 0:00
24705,2011/9/15 0:00,毛林林,中级,34,260.51,0.03,火车,-127.52,7.3,7.72,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/9/17 0:00
25154,2010/8/20 0:00,杨雪艳 ,高级,16,102.5,0.1,火车,13.84,6.68,1.5,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/8/21 0:00
25157,2010/5/25 0:00,何毕,其它,47,271.78,0.07,火车,52.74,5.84,1.2,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/5/26 0:00
27813,2009/1/12 0:00,张玉,中级,10,401.14,0.1,火车,-131.03,40.98,6.5,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/14 0:00
28486,2009/8/26 0:00,李嘉伟,高级,2,811.13,0.08,火车,-517.47,415.88,11.37,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/8/27 0:00
28515,2010/6/30 0:00,吴振华,高级,48,379.78,0.1,火车,-71.59,8.32,2.38,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/7/2 0:00
28641,2011/10/12 0:00,姚文文,其它,33,278.65,0.05,空运,-36.34,8.32,2.38,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/10/13 0:00
28738,2012/8/10 0:00,张弛 ,中级,10,1539.83,0.08,火车,34.85,165.2,19.99,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/11 0:00
28774,2009/1/1 0:00,陈平东,高级,32,180.36,0.1,火车,-111.8,5.98,4.69,华东,安徽,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/2 0:00
28871,2012/4/15 0:00,邱梦霞,高级,10,55.02,0.08,火车,-56.12,5.02,5.14,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/4/15 0:00
28897,2009/8/24 0:00,魏松敏,中级,35,146.15,0.02,火车,-180.26,4.06,6.89,华东,安徽,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/8/26 0:00
29382,2010/11/17 0:00,谢文聪  ,高级,34,684.66,0.07,空运,35.09,19.98,10.49,华东,安徽,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/19 0:00
29383,2011/11/18 0:00,张婷莹,中级,20,157.13,0.07,火车,-46.89,8.32,2.38,华东,安徽,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/11/20 0:00
30278,2009/9/30 0:00,邓鹏,低级,50,2860.93,0.03,火车,832.62,65.99,5.26,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/9 0:00
30279,2011/12/7 0:00,李槟   ,中级,39,19539.94,0.06,大卡,4914.24,517.48,16.63,华东,安徽,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/12/8 0:00
30308,2010/3/21 0:00,包洁,中级,15,30.38,0.08,火车,-59.18,1.8,4.79,华东,安徽,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/22 0:00
31174,2009/3/26 0:00,张槟   ,其它,20,4520.6,0.07,火车,1944.38,225.04,11.79,华东,安徽,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/3/26 0:00
31297,2012/8/18 0:00,王学涛,低级,39,679.95,0.08,火车,-93.3,17.99,8.65,华东,安徽,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/25 0:00
26272,2012/6/29 0:00,李嘉伟,低级,6,905.94,0.04,空运,-4.19,140.81,24.49,华东,安徽,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/7/8 0:00
26274,2012/6/12 0:00,胡子武,其它,41,377.83,0.06,火车,122.06,9.11,2.15,华东,安徽,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/6/13 0:00
26276,2010/9/12 0:00,马林,低级,21,3685.38,0,空运,1040.62,170.98,13.99,华东,安徽,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2010/9/19 0:00
27330,2009/9/16 0:00,邢雁,低级,8,507.74,0.05,火车,-118.54,55.5,52.2,华东,安徽,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/9/16 0:00
27364,2011/5/20 0:00,李聪,中级,29,1529.0565,0.06,火车,201.73,65.99,3.99,华东,安徽,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/22 0:00
